symbol,unique_domain_count,domain_list,total_raw_traits
SLC30A4-AS1,2,"Cancer_and_Neoplasm, Hepatic_and_Renal",2
SLC35A2,2,"Hepatic_and_Renal, Hematological",2
SLC35G3,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
SLC9A9-AS1,2,"Neurological_and_Psychiatric, Immune_and_Autoimmune",2
SLU7,2,"Immune_and_Autoimmune, Cardiovascular",2
SMANTIS,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
SMCR5,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
SMIM17,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",2
SMPD2,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
SMPD4P1,2,"Hepatic_and_Renal, Metabolic_and_Lipid",2
SNHG1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
SNHG6,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
SNHG8,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
SNORA26,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
SNORA28,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
SNORA48,2,"Neurological_and_Psychiatric, Hematological",2
SNORA57,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
SNORD111,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
SNORD111B,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
SNORD22,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
SNORD31,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
SNORD67,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
SNORD74,2,"Hematological, Immune_and_Autoimmune",2
SNRPA1P1,2,"Metabolic_and_Lipid, Cardiovascular",2
SNRPGP2,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
SNW1,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
SNX18P25,2,"Hepatic_and_Renal, Anthropometric_and_Skeletal",2
SOCS7,2,"Cancer_and_Neoplasm, Cardiovascular",2
SPINK9,2,"Cardiovascular, Cancer_and_Neoplasm",2
SPZ1,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
SRSF6P1,2,"Metabolic_and_Lipid, Hematological",2
ST7-OT3,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
STARD7-AS1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
STUB1-DT,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
STX5,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
SUCLA2P3,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
SULT1A3,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
SYNCRIPP1,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
TAX1BP3,2,"Hepatic_and_Renal, Metabolic_and_Lipid",2
TENT5D,2,"Hematological, Cardiovascular",2
TEX26-AS1,2,"Neurological_and_Psychiatric, Cardiovascular",2
TGIF2,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
THAP12P3,2,"Anthropometric_and_Skeletal, Hepatic_and_Renal",2
TIFA,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
TMED10P2,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
TMEM126A,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
TMEM186,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
TMEM52,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
TMEM59,2,"Neurological_and_Psychiatric, Hepatic_and_Renal",2
TMEM92-AS1,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
TP53I13,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
TRIM60P14,2,"Cardiovascular, Immune_and_Autoimmune",2
TRIM8-DT,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
TSPY26P,2,"Hepatic_and_Renal, Cardiovascular",2
TSTD2,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
TTC39C-AS1,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
TZMP1,2,"Anthropometric_and_Skeletal, Hepatic_and_Renal",2
UBL5,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
UCHL1-DT,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
UNGP3,2,"Hematological, Neurological_and_Psychiatric",2
URGCP,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
USP32P4,2,"Cardiovascular, Metabolic_and_Lipid",2
USP7-AS1,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
VIM2P,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
VIPR1-AS1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
VPS51P2,2,"Metabolic_and_Lipid, Hepatic_and_Renal",2
VWA5A,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
WDR5B-DT,2,"Hematological, Metabolic_and_Lipid",2
XGY2,2,"Hematological, Neurological_and_Psychiatric",2
ZAR1L,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",2
ZBTB6,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
ZNF185,2,"Hematological, Metabolic_and_Lipid",2
ZNF230,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
ZNF232-AS1,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
ZNF416,2,"Hematological, Hepatic_and_Renal",2
ZNF433,2,"Immune_and_Autoimmune, Cardiovascular",2
ZNF510,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
ZNF527,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
ZNF547,2,"Cardiovascular, Anthropometric_and_Skeletal",2
ZNF569,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
ZNF583,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
ZNF606,2,"Hematological, Cancer_and_Neoplasm",2
ZNF730,2,"Hematological, Anthropometric_and_Skeletal",2
ZNF793-AS1,2,"Anthropometric_and_Skeletal, Hematological",2
ZNF80,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
ZNF826P,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
ZRANB2-AS1,2,"Cardiovascular, Anthropometric_and_Skeletal",2
AK4P4,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",1
ATP1B4,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
CTC-338M12.4,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
DEFB127,2,"Cardiovascular, Metabolic_and_Lipid",1
DORIP1,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",1
EPC1-AS2,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",1
FOXO1B,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",1
GASK1B-AS1,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",1
GOLGA6L1,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",1
GPR84,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
HNRNPA1P10,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
HSPB2,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
IDH3G,2,"Hematological, Metabolic_and_Lipid",1
IGKV2-18,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
KRT18P30,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",1
KRT18P33,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
KRT18P63,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
KRTAP19-4,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",1
KRTAP19-5,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",1
LINC00163,2,"Cardiovascular, Metabolic_and_Lipid",1
LINC00619,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
LINC02002,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",1
LINC02175,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",1
LINC02556,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",1
LINC02927,2,"Hematological, Metabolic_and_Lipid",1
LOC100288683,2,"Hematological, Metabolic_and_Lipid",1
LOC105370115,2,"Hematological, Cancer_and_Neoplasm",1
LOC105370826,2,"Cardiovascular, Metabolic_and_Lipid",1
LOC105371750,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
LOC105374002,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
LOC105375238,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
LOC105375763,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
LOC105376096,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
LOC105376917,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
LOC105377125,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",1
LOC107985179,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
LOC107986482,2,"Cardiovascular, Metabolic_and_Lipid",1
LOC643855,2,"Cardiovascular, Metabolic_and_Lipid",1
MEMO1P1,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
MIR148B,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
MIR3119-1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
MIR3119-2,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
MIR3198-2,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
MIR548M,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",1
MIR8085,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",1
MIR940,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
MIX23P3,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",1
MTCO2P33,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
NAV2-AS4,2,"Neurological_and_Psychiatric, Immune_and_Autoimmune",1
NDUFB8P2,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
NMBR-AS1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
NSDHL,2,"Hematological, Metabolic_and_Lipid",1
NUMA1-AS1,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
OR2P1P,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
PAK6-AS1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
PCP2,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",1
PHB1P8,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",1
RAD54L2P1,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",1
RNU5F-7P,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
RNU6-1274P,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",1
RNU6-383P,2,"Hematological, Metabolic_and_Lipid",1
RNU6ATAC15P,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
RNU7-141P,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
RPL19P13,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
RPL32P12,2,"Hematological, Metabolic_and_Lipid",1
RPL32P28,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",1
RPL34P16,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",1
RPS11P6,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
RPS27P26,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",1
SCG3-AS1,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
SNCAIP-AS2,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",1
SNCB,2,"Cardiovascular, Metabolic_and_Lipid",1
SNORD74B,2,"Immune_and_Autoimmune, Metabolic_and_Lipid",1
SPMAP1,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",1
ST13P1,2,"Hepatic_and_Renal, Metabolic_and_Lipid",1
TRAV40,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
TRIM26BP,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
TXLNA,2,"Neurological_and_Psychiatric, Cardiovascular",1
YBX1P10,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",1
YBX1P6,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",1
ZNF30,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",1
ZNF550,2,"Hematological, Hepatic_and_Renal",1
ZNF587,2,"Cardiovascular, Metabolic_and_Lipid",1
APOA2,1,Metabolic_and_Lipid,123
TOMM40L,1,Metabolic_and_Lipid,95
EIF3J,1,Metabolic_and_Lipid,83
ZMYND15,1,Metabolic_and_Lipid,66
MIR4424,1,Metabolic_and_Lipid,60
FOLR3,1,Anthropometric_and_Skeletal,49
MUC5AC,1,Immune_and_Autoimmune,48
SCRT2,1,Anthropometric_and_Skeletal,47
LCN1P1,1,Hematological,46
C4BPA,1,Hematological,45
PDCL2P2,1,Hematological,45
LINC02191,1,Anthropometric_and_Skeletal,44
MAPKAPK5P1,1,Cardiovascular,41
MIR6134,1,Neurological_and_Psychiatric,41
SYNPO2L,1,Cardiovascular,40
IGHA2,1,Cancer_and_Neoplasm,39
SPDYC,1,Hematological,39
XAF1,1,Anthropometric_and_Skeletal,38
PRTN3,1,Immune_and_Autoimmune,37
TLR7,1,Immune_and_Autoimmune,37
ADAMTSL2,1,Anthropometric_and_Skeletal,35
LINC01595,1,Hepatic_and_Renal,35
GPR146,1,Metabolic_and_Lipid,34
IFNAR2-IL10RB,1,Immune_and_Autoimmune,32
RNA5SP369,1,Anthropometric_and_Skeletal,32
AFG2B,1,Hepatic_and_Renal,31
CNOT3,1,Metabolic_and_Lipid,31
CRKL,1,Hematological,31
VASH1-DT,1,Anthropometric_and_Skeletal,31
EREG,1,Cardiovascular,30
ARMS2,1,Cardiovascular,29
FTH1P13,1,Metabolic_and_Lipid,29
KHK,1,Neurological_and_Psychiatric,29
CEBPD,1,Immune_and_Autoimmune,28
MMP28,1,Hematological,28
PGA3,1,Cancer_and_Neoplasm,28
PRADC1P1,1,Metabolic_and_Lipid,28
STAMBP,1,Anthropometric_and_Skeletal,28
CCDC93,1,Metabolic_and_Lipid,27
DEFA5,1,Immune_and_Autoimmune,27
MCM8,1,Cancer_and_Neoplasm,26
MGAM,1,Metabolic_and_Lipid,26
MT1G,1,Metabolic_and_Lipid,26
OR7E109P,1,Metabolic_and_Lipid,26
DSTNP4,1,Immune_and_Autoimmune,25
THBS4,1,Anthropometric_and_Skeletal,25
APPL2,1,Metabolic_and_Lipid,24
CELP,1,Immune_and_Autoimmune,24
CLEC4G,1,Immune_and_Autoimmune,24
FAM30A,1,Cancer_and_Neoplasm,24
PRIMPOL,1,Anthropometric_and_Skeletal,24
RASGRP2,1,Metabolic_and_Lipid,24
RNU7-159P,1,Cardiovascular,24
TPRX2,1,Metabolic_and_Lipid,24
AIP,1,Hematological,23
GNG11,1,Cardiovascular,23
GNMT,1,Metabolic_and_Lipid,23
IFIT1,1,Anthropometric_and_Skeletal,23
RN7SL218P,1,Anthropometric_and_Skeletal,23
VDAC2P2,1,Metabolic_and_Lipid,23
COQ2,1,Immune_and_Autoimmune,22
CRX,1,Metabolic_and_Lipid,22
ERFE,1,Hematological,22
FLJ40288,1,Neurological_and_Psychiatric,22
IL10RB,1,Immune_and_Autoimmune,22
MAPRE3-AS1,1,Metabolic_and_Lipid,22
MIDN,1,Hematological,22
AGPAT2,1,Neurological_and_Psychiatric,21
CA13,1,Hematological,21
DDX39A,1,Hematological,21
KLK10,1,Metabolic_and_Lipid,21
KLK11,1,Immune_and_Autoimmune,21
LINC02020,1,Cardiovascular,21
LINC02837,1,Metabolic_and_Lipid,21
LRRC23,1,Anthropometric_and_Skeletal,21
SERPINA3,1,Metabolic_and_Lipid,21
TM7SF2,1,Metabolic_and_Lipid,21
FSHB,1,Metabolic_and_Lipid,20
KLHL30-AS1,1,Hematological,20
KLK7,1,Metabolic_and_Lipid,20
MIR8056,1,Anthropometric_and_Skeletal,20
OR2W3,1,Hematological,20
PCYOX1,1,Hepatic_and_Renal,20
PHYHD1,1,Hepatic_and_Renal,20
PSMD14,1,Neurological_and_Psychiatric,20
SHFL,1,Metabolic_and_Lipid,20
ACSL3P1,1,Hematological,19
ASB2,1,Immune_and_Autoimmune,19
BCAT2,1,Metabolic_and_Lipid,19
CALB1,1,Anthropometric_and_Skeletal,19
CKAP2L,1,Hematological,19
ERICH2,1,Metabolic_and_Lipid,19
FCRL6,1,Cancer_and_Neoplasm,19
FIS1,1,Immune_and_Autoimmune,19
GNB3,1,Anthropometric_and_Skeletal,19
LNMICC,1,Metabolic_and_Lipid,19
RDH13,1,Hematological,19
RNF213-AS1,1,Cardiovascular,19
RNU6-1129P,1,Metabolic_and_Lipid,19
RNU6-1183P,1,Anthropometric_and_Skeletal,19
RNU7-116P,1,Metabolic_and_Lipid,19
SPDYE7P,1,Metabolic_and_Lipid,19
ATP5MC1P1,1,Metabolic_and_Lipid,18
DPPA2P4,1,Metabolic_and_Lipid,18
EHD1,1,Metabolic_and_Lipid,18
GLCCI1-DT,1,Anthropometric_and_Skeletal,18
KCNJ5,1,Cardiovascular,18
MAEL,1,Neurological_and_Psychiatric,18
NPIPB14P,1,Neurological_and_Psychiatric,18
OXCT1,1,Anthropometric_and_Skeletal,18
RFC2,1,Metabolic_and_Lipid,18
SF3B5,1,Immune_and_Autoimmune,18
ADH6,1,Cancer_and_Neoplasm,17
CCDC152,1,Anthropometric_and_Skeletal,17
CRTC2,1,Neurological_and_Psychiatric,17
FCAR,1,Immune_and_Autoimmune,17
HSPD1P19,1,Anthropometric_and_Skeletal,17
IGSF9,1,Neurological_and_Psychiatric,17
KCNJ5-AS1,1,Cardiovascular,17
LCN12,1,Cardiovascular,17
LINC01641,1,Anthropometric_and_Skeletal,17
MMP20-AS1,1,Immune_and_Autoimmune,17
NHERF1,1,Immune_and_Autoimmune,17
RAB8A,1,Hematological,17
REG4,1,Hepatic_and_Renal,17
RINL,1,Anthropometric_and_Skeletal,17
RRM2B,1,Hematological,17
SNHG22,1,Hematological,17
CD300LD-AS1,1,Cancer_and_Neoplasm,16
CDCA3,1,Anthropometric_and_Skeletal,16
CLEC11A,1,Anthropometric_and_Skeletal,16
DISP3,1,Immune_and_Autoimmune,16
DPP7,1,Anthropometric_and_Skeletal,16
ELF5,1,Hematological,16
IKBKE,1,Immune_and_Autoimmune,16
KLK6,1,Metabolic_and_Lipid,16
LGALS8,1,Hematological,16
MIR297,1,Cardiovascular,16
NAGPA,1,Neurological_and_Psychiatric,16
NHP2,1,Hematological,16
PDLIM7-AS1,1,Hepatic_and_Renal,16
RN7SL339P,1,Anthropometric_and_Skeletal,16
RPSA,1,Neurological_and_Psychiatric,16
SHROOM4,1,Anthropometric_and_Skeletal,16
STH,1,Neurological_and_Psychiatric,16
SYS1,1,Metabolic_and_Lipid,16
TAS2R38,1,Metabolic_and_Lipid,16
ADGRG5,1,Hematological,15
ADIPOR1P2,1,Cancer_and_Neoplasm,15
CAPN8,1,Neurological_and_Psychiatric,15
CD27,1,Immune_and_Autoimmune,15
CD300LB,1,Neurological_and_Psychiatric,15
DBH-AS1,1,Cardiovascular,15
DMRT3,1,Neurological_and_Psychiatric,15
FCRL2,1,Neurological_and_Psychiatric,15
FOXCUT,1,Anthropometric_and_Skeletal,15
KLHL26,1,Anthropometric_and_Skeletal,15
LAIR1,1,Metabolic_and_Lipid,15
LAMP3,1,Neurological_and_Psychiatric,15
LINC00382,1,Anthropometric_and_Skeletal,15
MARF1,1,Cardiovascular,15
NXPE1,1,Immune_and_Autoimmune,15
PDCD1LG2,1,Immune_and_Autoimmune,15
PPP1CA,1,Anthropometric_and_Skeletal,15
R3HDM4,1,Hematological,15
RPL31P9,1,Neurological_and_Psychiatric,15
RPL36AP12,1,Immune_and_Autoimmune,15
SDHAF2,1,Metabolic_and_Lipid,15
SLC36A3,1,Immune_and_Autoimmune,15
TMEM119,1,Anthropometric_and_Skeletal,15
TNK2-AS1,1,Hepatic_and_Renal,15
CD207,1,Neurological_and_Psychiatric,14
CLEC4E,1,Metabolic_and_Lipid,14
COL9A3,1,Anthropometric_and_Skeletal,14
DBNL,1,Anthropometric_and_Skeletal,14
DES,1,Cardiovascular,14
DMBT1,1,Anthropometric_and_Skeletal,14
GP1BB,1,Hematological,14
ICAM4-AS1,1,Immune_and_Autoimmune,14
IQCF1,1,Metabolic_and_Lipid,14
KIR3DX1,1,Neurological_and_Psychiatric,14
LINC01127,1,Immune_and_Autoimmune,14
LINC01447,1,Hematological,14
LINC02448,1,Anthropometric_and_Skeletal,14
LINC02754,1,Anthropometric_and_Skeletal,14
LPCAT4,1,Neurological_and_Psychiatric,14
MIR8074,1,Neurological_and_Psychiatric,14
NRGN,1,Neurological_and_Psychiatric,14
OR2B11,1,Immune_and_Autoimmune,14
P2RX1,1,Hematological,14
PLA2G2A,1,Immune_and_Autoimmune,14
REG1A,1,Metabolic_and_Lipid,14
RHEX,1,Metabolic_and_Lipid,14
RN7SKP122,1,Neurological_and_Psychiatric,14
RN7SKP294,1,Anthropometric_and_Skeletal,14
RN7SL782P,1,Neurological_and_Psychiatric,14
RNU2-23P,1,Hematological,14
SBF1,1,Hepatic_and_Renal,14
SKA1,1,Metabolic_and_Lipid,14
TARS1-DT,1,Anthropometric_and_Skeletal,14
TMEM267,1,Hematological,14
TTYH1,1,Metabolic_and_Lipid,14
VCF1,1,Hematological,14
VDAC1P9,1,Immune_and_Autoimmune,14
ZP3P2,1,Neurological_and_Psychiatric,14
ACSM5P1,1,Hepatic_and_Renal,13
AMY2B,1,Anthropometric_and_Skeletal,13
ATG9A,1,Anthropometric_and_Skeletal,13
BOLA3P1,1,Cardiovascular,13
CCDC73,1,Anthropometric_and_Skeletal,13
CD59,1,Cancer_and_Neoplasm,13
COXFA4L3,1,Hepatic_and_Renal,13
CTU1,1,Cancer_and_Neoplasm,13
DCAF4L2,1,Anthropometric_and_Skeletal,13
DHRS1,1,Metabolic_and_Lipid,13
ELF2P2,1,Anthropometric_and_Skeletal,13
EPX,1,Immune_and_Autoimmune,13
GK2,1,Cancer_and_Neoplasm,13
HRNR,1,Immune_and_Autoimmune,13
HSH2D-AS1,1,Hematological,13
IGHV3-7,1,Cancer_and_Neoplasm,13
IL4,1,Immune_and_Autoimmune,13
JTB,1,Neurological_and_Psychiatric,13
LAMTOR4,1,Neurological_and_Psychiatric,13
LGALS3BP,1,Anthropometric_and_Skeletal,13
LINC02692,1,Cardiovascular,13
LOC138842263,1,Immune_and_Autoimmune,13
MAGOH,1,Neurological_and_Psychiatric,13
MC2R,1,Anthropometric_and_Skeletal,13
MIR3622B,1,Anthropometric_and_Skeletal,13
MOB1AP1,1,Metabolic_and_Lipid,13
NBPF18P,1,Immune_and_Autoimmune,13
NUCB1,1,Cancer_and_Neoplasm,13
OAT,1,Anthropometric_and_Skeletal,13
OBP2A,1,Metabolic_and_Lipid,13
PEX12,1,Hematological,13
PIWIL4-AS1,1,Cancer_and_Neoplasm,13
POP5,1,Hematological,13
PRKCQ-AS1,1,Immune_and_Autoimmune,13
RABGGTA,1,Metabolic_and_Lipid,13
RN7SL493P,1,Immune_and_Autoimmune,13
RNA5SP143,1,Hematological,13
RNU4ATAC,1,Metabolic_and_Lipid,13
RNU6-271P,1,Anthropometric_and_Skeletal,13
RNU6ATAC2P,1,Anthropometric_and_Skeletal,13
RPS18P13,1,Anthropometric_and_Skeletal,13
S100A11,1,Immune_and_Autoimmune,13
SERPINB8,1,Neurological_and_Psychiatric,13
SIAE,1,Neurological_and_Psychiatric,13
SNHG30,1,Hematological,13
SUPT7L,1,Neurological_and_Psychiatric,13
SYTL4,1,Hematological,13
TESPA1,1,Immune_and_Autoimmune,13
TMEM260,1,Immune_and_Autoimmune,13
TUBAP7,1,Hepatic_and_Renal,13
USP2,1,Cancer_and_Neoplasm,13
ZBED8L,1,Metabolic_and_Lipid,13
ABCA2,1,Immune_and_Autoimmune,12
APCS,1,Cancer_and_Neoplasm,12
BBOF1,1,Hematological,12
BRD9P1,1,Metabolic_and_Lipid,12
CBLIF,1,Anthropometric_and_Skeletal,12
CCL1,1,Immune_and_Autoimmune,12
CCL25,1,Neurological_and_Psychiatric,12
CD84,1,Immune_and_Autoimmune,12
CDC42BPG,1,Immune_and_Autoimmune,12
CIAO2A,1,Hematological,12
CICP17,1,Cancer_and_Neoplasm,12
CLDN8,1,Hepatic_and_Renal,12
CLEC4GP1,1,Immune_and_Autoimmune,12
CNTN4-AS1,1,Immune_and_Autoimmune,12
CRYGS,1,Cardiovascular,12
CTSE,1,Metabolic_and_Lipid,12
CTSF,1,Neurological_and_Psychiatric,12
DPY19L2P2,1,Anthropometric_and_Skeletal,12
EDA,1,Anthropometric_and_Skeletal,12
FAAHP1,1,Anthropometric_and_Skeletal,12
FRMPD4,1,Neurological_and_Psychiatric,12
GNAI3,1,Metabolic_and_Lipid,12
GPM6B,1,Neurological_and_Psychiatric,12
GPR32P1,1,Anthropometric_and_Skeletal,12
H3P15,1,Metabolic_and_Lipid,12
HAUS4,1,Immune_and_Autoimmune,12
HBP1,1,Metabolic_and_Lipid,12
HSPD1P6,1,Neurological_and_Psychiatric,12
ISG15,1,Metabolic_and_Lipid,12
KRT19P4,1,Anthropometric_and_Skeletal,12
LDHA,1,Cancer_and_Neoplasm,12
LILRA1,1,Neurological_and_Psychiatric,12
LINC01349,1,Immune_and_Autoimmune,12
LINC03078,1,Metabolic_and_Lipid,12
MIR3159,1,Anthropometric_and_Skeletal,12
MIR3925,1,Hematological,12
MIR5011,1,Neurological_and_Psychiatric,12
MMUT,1,Cancer_and_Neoplasm,12
MTRF1LP2,1,Anthropometric_and_Skeletal,12
NAA16,1,Cardiovascular,12
NXPE2P1,1,Immune_and_Autoimmune,12
OR10A6,1,Neurological_and_Psychiatric,12
OR51V1,1,Hematological,12
PIWIL4,1,Cancer_and_Neoplasm,12
PNMA6F,1,Neurological_and_Psychiatric,12
PRRT1B,1,Neurological_and_Psychiatric,12
PRSS1,1,Cancer_and_Neoplasm,12
PRSS2,1,Cancer_and_Neoplasm,12
PTPN23,1,Metabolic_and_Lipid,12
PYY,1,Metabolic_and_Lipid,12
RAB7B,1,Metabolic_and_Lipid,12
RAC1P8,1,Immune_and_Autoimmune,12
REXO2,1,Immune_and_Autoimmune,12
RN7SKP199,1,Anthropometric_and_Skeletal,12
RPL12P5,1,Anthropometric_and_Skeletal,12
RPL29P34,1,Cardiovascular,12
RPL31P53,1,Anthropometric_and_Skeletal,12
RPS27,1,Neurological_and_Psychiatric,12
SLC25A6P6,1,Hematological,12
SLX4,1,Metabolic_and_Lipid,12
SPATA32,1,Immune_and_Autoimmune,12
SYCE3,1,Hematological,12
TPRXL,1,Anthropometric_and_Skeletal,12
VINAC1P,1,Neurological_and_Psychiatric,12
WFDC12,1,Neurological_and_Psychiatric,12
WFDC8,1,Metabolic_and_Lipid,12
ZMYM5,1,Neurological_and_Psychiatric,12
ZNF93,1,Metabolic_and_Lipid,12
ACKR4,1,Neurological_and_Psychiatric,11
AMY2A,1,Anthropometric_and_Skeletal,11
ARGLU1-DT,1,Neurological_and_Psychiatric,11
ARL8A,1,Metabolic_and_Lipid,11
C4BPAP1,1,Hematological,11
C9orf72,1,Cancer_and_Neoplasm,11
CCDC181,1,Neurological_and_Psychiatric,11
CCDC25,1,Anthropometric_and_Skeletal,11
